id block condition stim stim_cat frequency response rt censor acc
5 5 speed 1755 word high word 0.497 FALSE TRUE
5 5 speed 2068 word low word 0.685 FALSE TRUE
5 5 speed 4554 nonword nw_high nonword 0.504 FALSE TRUE
5 5 speed 1795 word high word 0.465 FALSE TRUE
5 5 speed 1532 word high word 0.334 FALSE TRUE
5 5 speed 4602 nonword nw_high nonword 0.515 FALSE TRUE
5 5 speed 5849 nonword nw_low nonword 0.527 FALSE TRUE
5 5 speed 4556 nonword nw_high nonword 0.412 FALSE TRUE
5 5 speed 2141 word low word 0.436 FALSE TRUE
5 5 speed 4419 nonword nw_high nonword 0.701 FALSE TRUE
5 5 speed 6004 nonword nw_very_low nonword 0.657 FALSE TRUE
5 5 speed 6378 nonword nw_very_low nonword 0.382 FALSE TRUE
5 5 speed 3223 word very_low word 0.534 FALSE TRUE
5 5 speed 5526 nonword nw_low nonword 0.544 FALSE TRUE
5 5 speed 2309 word low word 0.779 FALSE TRUE
5 5 speed 4430 nonword nw_high nonword 0.556 FALSE TRUE
5 5 speed 5027 nonword nw_low nonword 0.499 FALSE TRUE
5 5 speed 2540 word low word 0.416 FALSE TRUE
5 5 speed 5190 nonword nw_low nonword 0.505 FALSE TRUE
5 5 speed 5620 nonword nw_low nonword 0.656 FALSE TRUE
5 5 speed 1493 word high word 0.406 FALSE TRUE
5 5 speed 1178 word high word 0.333 FALSE TRUE
5 5 speed 6671 nonword nw_very_low nonword 0.651 FALSE TRUE
5 5 speed 4352 nonword nw_high nonword 0.647 FALSE TRUE
5 6 accuracy 1759 word high word 0.646 FALSE TRUE
5 6 accuracy 4485 nonword nw_high nonword 0.563 FALSE TRUE
5 6 accuracy 1335 word high word 0.573 FALSE TRUE
5 6 accuracy 6077 nonword nw_very_low nonword 0.651 FALSE TRUE
5 6 accuracy 4718 nonword nw_high nonword 0.538 FALSE TRUE
5 6 accuracy 6247 nonword nw_very_low nonword 0.588 FALSE TRUE
5 6 accuracy 6139 nonword nw_very_low word 0.671 FALSE FALSE
5 6 accuracy 5266 nonword nw_low nonword 0.604 FALSE TRUE
5 6 accuracy 2531 word low word 0.603 FALSE TRUE
5 6 accuracy 1599 word high word 0.471 FALSE TRUE
5 6 accuracy 5218 nonword nw_low nonword 0.652 FALSE TRUE
5 6 accuracy 3260 word very_low word 0.582 FALSE TRUE
5 6 accuracy 6368 nonword nw_very_low nonword 0.593 FALSE TRUE
5 6 accuracy 6013 nonword nw_very_low word 0.631 FALSE FALSE
5 6 accuracy 2651 word low word 0.473 FALSE TRUE
5 6 accuracy 1549 word high word 0.509 FALSE TRUE
5 6 accuracy 4446 nonword nw_high nonword 0.778 FALSE TRUE
5 6 accuracy 1404 word high word 0.466 FALSE TRUE
5 6 accuracy 6038 nonword nw_very_low nonword 0.534 FALSE TRUE
5 6 accuracy 1238 word high word 0.465 FALSE TRUE
5 6 accuracy 5592 nonword nw_low nonword 0.505 FALSE TRUE
5 6 accuracy 5649 nonword nw_low nonword 0.832 FALSE TRUE
5 6 accuracy 5178 nonword nw_low nonword 0.685 FALSE TRUE
5 6 accuracy 6497 nonword nw_very_low nonword 0.549 FALSE TRUE
5 6 accuracy 2263 word low word 0.603 FALSE TRUE
5 6 accuracy 5781 nonword nw_low nonword 0.504 FALSE TRUE
5 6 accuracy 3233 word very_low word 0.818 FALSE TRUE
5 6 accuracy 1631 word high word 0.401 FALSE TRUE
5 6 accuracy 4468 nonword nw_high nonword 0.524 FALSE TRUE
5 6 accuracy 5080 nonword nw_low nonword 0.646 FALSE TRUE
5 6 accuracy 1173 word high word 0.651 FALSE TRUE
5 6 accuracy 4223 nonword nw_high nonword 0.857 FALSE TRUE
5 6 accuracy 1272 word high word 0.485 FALSE TRUE
5 6 accuracy 6562 nonword nw_very_low nonword 0.631 FALSE TRUE
5 6 accuracy 5325 nonword nw_low nonword 0.695 FALSE TRUE
5 6 accuracy 3195 word very_low word 0.778 FALSE TRUE
5 6 accuracy 3548 word very_low word 0.597 FALSE TRUE
5 6 accuracy 6033 nonword nw_very_low nonword 0.68 FALSE TRUE
5 6 accuracy 1328 word high word 0.495 FALSE TRUE
5 6 accuracy 2078 word low word 0.627 FALSE TRUE
5 6 accuracy 3174 word very_low nonword 0.877 FALSE FALSE
5 6 accuracy 6713 nonword nw_very_low nonword 0.893 FALSE TRUE
5 6 accuracy 2154 word low word 0.622 FALSE TRUE
5 6 accuracy 3134 word very_low word 0.803 FALSE TRUE
5 6 accuracy 4255 nonword nw_high nonword 0.543 FALSE TRUE
5 6 accuracy 6279 nonword nw_very_low nonword 0.549 FALSE TRUE
5 6 accuracy 2337 word low word 0.838 FALSE TRUE
5 6 accuracy 1615 word high word 0.431 FALSE TRUE
5 6 accuracy 3157 word very_low word 0.764 FALSE TRUE
5 6 accuracy 5348 nonword nw_low nonword 0.622 FALSE TRUE
5 6 accuracy 5316 nonword nw_low nonword 0.822 FALSE TRUE
5 6 accuracy 6711 nonword nw_very_low nonword 0.588 FALSE TRUE
5 6 accuracy 4284 nonword nw_high nonword 0.607 FALSE TRUE
5 6 accuracy 1074 word high word 0.445 FALSE TRUE
5 6 accuracy 5763 nonword nw_low nonword 0.583 FALSE TRUE
5 6 accuracy 4463 nonword nw_high nonword 0.597 FALSE TRUE
5 6 accuracy 5399 nonword nw_low nonword 0.519 FALSE TRUE
5 6 accuracy 2258 word low word 0.798 FALSE TRUE
5 6 accuracy 2223 word low word 0.656 FALSE TRUE
5 6 accuracy 3675 word very_low nonword 1.033 FALSE FALSE
5 6 accuracy 2695 word low word 0.566 FALSE TRUE
5 6 accuracy 2623 word low word 0.509 FALSE TRUE
5 6 accuracy 5036 nonword nw_low nonword 1.062 FALSE TRUE
5 6 accuracy 4042 nonword nw_high nonword 0.822 FALSE TRUE
5 6 accuracy 3043 word very_low word 0.652 FALSE TRUE
5 6 accuracy 2775 word low word 0.529 FALSE TRUE
5 6 accuracy 1483 word high word 0.51 FALSE TRUE
5 6 accuracy 3078 word very_low word 0.695 FALSE TRUE
5 6 accuracy 2826 word low word 0.568 FALSE TRUE
5 6 accuracy 6465 nonword nw_very_low nonword 0.572 FALSE TRUE
5 6 accuracy 4253 nonword nw_high nonword 0.588 FALSE TRUE
5 6 accuracy 5061 nonword nw_low nonword 0.548 FALSE TRUE
5 6 accuracy 4374 nonword nw_high nonword 0.598 FALSE TRUE
5 6 accuracy 1261 word high word 0.534 FALSE TRUE
5 6 accuracy 2443 word low word 1.204 FALSE TRUE
5 6 accuracy 4793 nonword nw_high nonword 0.867 FALSE TRUE
5 6 accuracy 3638 word very_low word 0.778 FALSE TRUE
5 6 accuracy 1050 word high word 0.539 FALSE TRUE
5 6 accuracy 6341 nonword nw_very_low nonword 0.592 FALSE TRUE
5 6 accuracy 3725 word very_low word 0.632 FALSE TRUE
5 6 accuracy 3469 word very_low word 0.49 FALSE TRUE
5 6 accuracy 2015 word low word 0.598 FALSE TRUE
5 6 accuracy 5381 nonword nw_low nonword 0.661 FALSE TRUE
5 6 accuracy 3422 word very_low word 0.828 FALSE TRUE
5 6 accuracy 3567 word very_low word 0.626 FALSE TRUE
5 6 accuracy 3173 word very_low word 0.647 FALSE TRUE
5 6 accuracy 2437 word low word 0.695 FALSE TRUE
5 6 accuracy 4080 nonword nw_high nonword 0.69 FALSE TRUE
5 6 accuracy 2698 word low word 0.71 FALSE TRUE
5 6 accuracy 4197 nonword nw_high nonword 0.7 FALSE TRUE
5 6 accuracy 5181 nonword nw_low nonword 0.803 FALSE TRUE
5 6 accuracy 6242 nonword nw_very_low nonword 0.539 FALSE TRUE
5 6 accuracy 6093 nonword nw_very_low nonword 0.578 FALSE TRUE
5 6 accuracy 4424 nonword nw_high nonword 0.764 FALSE TRUE
5 6 accuracy 1440 word high word 0.563 FALSE TRUE
5 6 accuracy 4460 nonword nw_high nonword 0.494 FALSE TRUE
5 7 speed 5729 nonword nw_low nonword 0.611 FALSE TRUE
5 7 speed 1411 word high word 0.397 FALSE TRUE
5 7 speed 5402 nonword nw_low nonword 0.426 FALSE TRUE
5 7 speed 5462 nonword nw_low nonword 0.587 FALSE TRUE
5 7 speed 5248 nonword nw_low nonword 0.402 FALSE TRUE
5 7 speed 5511 nonword nw_low nonword 0.362 FALSE TRUE
5 7 speed 5095 nonword nw_low nonword 0.519 FALSE TRUE
5 7 speed 6410 nonword nw_very_low nonword 0.412 FALSE TRUE
5 7 speed 4649 nonword nw_high nonword 0.401 FALSE TRUE
5 7 speed 6067 nonword nw_very_low word 0.358 FALSE FALSE
5 7 speed 1079 word high word 0.432 FALSE TRUE
5 7 speed 2117 word low word 0.471 FALSE TRUE
5 7 speed 3349 word very_low word 0.5 FALSE TRUE
5 7 speed 4764 nonword nw_high nonword 0.494 FALSE TRUE
5 7 speed 3708 word very_low word 0.485 FALSE TRUE
5 7 speed 1553 word high word 0.421 FALSE TRUE
5 7 speed 4323 nonword nw_high nonword 0.436 FALSE TRUE
5 7 speed 1762 word high word 0.407 FALSE TRUE
5 7 speed 5723 nonword nw_low nonword 0.485 FALSE TRUE
5 7 speed 4577 nonword nw_high nonword 0.568 FALSE TRUE
5 7 speed 6045 nonword nw_very_low nonword 0.558 FALSE TRUE
5 7 speed 4235 nonword nw_high nonword 0.441 FALSE TRUE
5 7 speed 1654 word high word 0.367 FALSE TRUE
5 7 speed 6125 nonword nw_very_low nonword 0.426 FALSE TRUE
5 7 speed 6147 nonword nw_very_low nonword 0.49 FALSE TRUE
5 7 speed 3647 word very_low word 0.436 FALSE TRUE
5 7 speed 2269 word low word 0.392 FALSE TRUE
5 7 speed 1630 word high word 0.402 FALSE TRUE
5 7 speed 4254 nonword nw_high nonword 0.445 FALSE TRUE
5 7 speed 6202 nonword nw_very_low nonword 0.48 FALSE TRUE
5 7 speed 2664 word low word 0.416 FALSE TRUE
5 7 speed 3610 word very_low word 0.656 FALSE TRUE
5 7 speed 5215 nonword nw_low nonword 0.407 FALSE TRUE
5 7 speed 4588 nonword nw_high nonword 0.48 FALSE TRUE
5 7 speed 2734 word low word 0.505 FALSE TRUE
5 7 speed 1322 word high nonword 0.396 FALSE FALSE
5 7 speed 3024 word very_low word 0.593 FALSE TRUE
5 7 speed 2441 word low word 0.431 FALSE TRUE
5 7 speed 4334 nonword nw_high word 0.529 FALSE FALSE
5 7 speed 4603 nonword nw_high nonword 0.455 FALSE TRUE
5 7 speed 4708 nonword nw_high nonword 0.499 FALSE TRUE
5 7 speed 5561 nonword nw_low nonword 0.353 FALSE TRUE
5 7 speed 5707 nonword nw_low nonword 0.431 FALSE TRUE
5 7 speed 2409 word low word 0.514 FALSE TRUE
5 7 speed 3211 word very_low word 0.421 FALSE TRUE
5 7 speed 5195 nonword nw_low nonword 0.426 FALSE TRUE
5 7 speed 1009 word high word 0.544 FALSE TRUE
5 7 speed 3425 word very_low word 0.47 FALSE TRUE
5 7 speed 6527 nonword nw_very_low nonword 0.455 FALSE TRUE
5 7 speed 3276 word very_low word 0.475 FALSE TRUE
5 7 speed 3579 word very_low word 0.46 FALSE TRUE
5 7 speed 5011 nonword nw_low word 0.627 FALSE FALSE
5 7 speed 4526 nonword nw_high nonword 0.739 FALSE TRUE
5 7 speed 5021 nonword nw_low nonword 0.656 FALSE TRUE
5 7 speed 1043 word high word 0.416 FALSE TRUE
5 7 speed 2599 word low word 0.48 FALSE TRUE
5 7 speed 3453 word very_low word 0.539 FALSE TRUE
5 7 speed 6057 nonword nw_very_low nonword 0.495 FALSE TRUE
5 7 speed 2573 word low word 0.553 FALSE TRUE
5 7 speed 1212 word high word 0.413 FALSE TRUE
5 7 speed 1202 word high word 0.363 FALSE TRUE
5 7 speed 4742 nonword nw_high nonword 0.465 FALSE TRUE
5 7 speed 2615 word low word 0.455 FALSE TRUE
5 7 speed 6480 nonword nw_very_low nonword 0.485 FALSE TRUE
5 7 speed 5792 nonword nw_low nonword 0.48 FALSE TRUE
5 7 speed 6358 nonword nw_very_low nonword 0.479 FALSE TRUE
5 7 speed 6365 nonword nw_very_low nonword 0.461 FALSE TRUE
5 7 speed 2037 word low word 0.465 FALSE TRUE
5 7 speed 6167 nonword nw_very_low nonword 0.396 FALSE TRUE
5 7 speed 3506 word very_low word 0.495 FALSE TRUE
5 7 speed 2398 word low word 0.421 FALSE TRUE
5 7 speed 2841 word low word 0.411 FALSE TRUE
5 7 speed 4143 nonword nw_high word 0.372 FALSE FALSE
5 7 speed 5823 nonword nw_low nonword 0.534 FALSE TRUE
5 7 speed 3426 word very_low word 0.788 FALSE TRUE
5 7 speed 6208 nonword nw_very_low nonword 0.536 FALSE TRUE
5 7 speed 4542 nonword nw_high nonword 0.568 FALSE TRUE
5 7 speed 1508 word high nonword 0.48 FALSE FALSE
5 7 speed 1387 word high word 0.475 FALSE TRUE
5 7 speed 1776 word high word 0.392 FALSE TRUE
5 7 speed 2354 word low word 0.47 FALSE TRUE
5 7 speed 3266 word very_low word 0.48 FALSE TRUE
5 7 speed 5716 nonword nw_low nonword 0.475 FALSE TRUE
5 7 speed 1087 word high word 0.417 FALSE TRUE
5 7 speed 3407 word very_low word 0.48 FALSE TRUE
5 7 speed 1355 word high word 0.353 FALSE TRUE
5 7 speed 6196 nonword nw_very_low nonword 0.504 FALSE TRUE
5 7 speed 2782 word low word 0.407 FALSE TRUE
5 7 speed 6091 nonword nw_very_low word 0.48 FALSE FALSE
5 7 speed 2840 word low word 0.489 FALSE TRUE
5 7 speed 3257 word very_low word 0.461 FALSE TRUE
5 7 speed 4277 nonword nw_high nonword 0.456 FALSE TRUE
5 7 speed 6234 nonword nw_very_low nonword 0.499 FALSE TRUE
5 7 speed 4811 nonword nw_high nonword 0.49 FALSE TRUE
5 7 speed 3114 word very_low nonword 0.441 FALSE FALSE
5 7 speed 2786 word low word 0.504 FALSE TRUE
5 8 accuracy 3240 word very_low word 1.145 FALSE TRUE
5 8 accuracy 4690 nonword nw_high nonword 0.729 FALSE TRUE
5 8 accuracy 5280 nonword nw_low nonword 0.627 FALSE TRUE
5 8 accuracy 6315 nonword nw_very_low nonword 0.852 FALSE TRUE
5 8 accuracy 4168 nonword nw_high nonword 0.538 FALSE TRUE
5 8 accuracy 2318 word low word 0.495 FALSE TRUE
5 8 accuracy 2574 word low word 0.607 FALSE TRUE
5 8 accuracy 1801 word high word 0.763 FALSE TRUE
5 8 accuracy 1200 word high word 0.539 FALSE TRUE
5 8 accuracy 1428 word high word 0.5 FALSE TRUE
5 8 accuracy 6607 nonword nw_very_low nonword 0.906 FALSE TRUE
5 8 accuracy 3629 word very_low word 0.72 FALSE TRUE
5 8 accuracy 3687 word very_low word 1.037 FALSE TRUE
5 8 accuracy 4160 nonword nw_high nonword 0.632 FALSE TRUE
5 8 accuracy 2167 word low word 0.534 FALSE TRUE
5 8 accuracy 5220 nonword nw_low nonword 0.612 FALSE TRUE
5 8 accuracy 4011 nonword nw_high nonword 1.018 FALSE TRUE
5 8 accuracy 6095 nonword nw_very_low nonword 0.646 FALSE TRUE
5 8 accuracy 4133 nonword nw_high nonword 0.695 FALSE TRUE
5 8 accuracy 3293 word very_low word 0.72 FALSE TRUE
5 8 accuracy 3692 word very_low word 1.067 FALSE TRUE
5 8 accuracy 3578 word very_low word 0.617 FALSE TRUE
5 8 accuracy 3404 word very_low word 0.646 FALSE TRUE
5 8 accuracy 5557 nonword nw_low nonword 1.16 FALSE TRUE
5 8 accuracy 5071 nonword nw_low nonword 0.568 FALSE TRUE
5 8 accuracy 5527 nonword nw_low nonword 0.676 FALSE TRUE
5 8 accuracy 3154 word very_low word 0.524 FALSE TRUE
5 8 accuracy 4359 nonword nw_high nonword 1.033 FALSE TRUE
5 8 accuracy 2484 word low word 1.111 FALSE TRUE
5 8 accuracy 1486 word high word 0.539 FALSE TRUE
5 8 accuracy 1593 word high word 0.587 FALSE TRUE
5 8 accuracy 1231 word high word 0.5 FALSE TRUE
5 8 accuracy 5216 nonword nw_low nonword 0.573 FALSE TRUE
5 8 accuracy 1369 word high word 0.661 FALSE TRUE
5 8 accuracy 6451 nonword nw_very_low nonword 0.632 FALSE TRUE
5 8 accuracy 1497 word high word 0.68 FALSE TRUE
5 8 accuracy 2673 word low word 0.559 FALSE TRUE
5 8 accuracy 6375 nonword nw_very_low nonword 0.817 FALSE TRUE
5 8 accuracy 5469 nonword nw_low nonword 0.774 FALSE TRUE
5 8 accuracy 2386 word low word 0.573 FALSE TRUE
5 8 accuracy 4435 nonword nw_high nonword 1.033 FALSE TRUE
5 8 accuracy 6207 nonword nw_very_low nonword 0.548 FALSE TRUE
5 8 accuracy 2055 word low word 0.603 FALSE TRUE
5 8 accuracy 6437 nonword nw_very_low nonword 0.592 FALSE TRUE
5 8 accuracy 2772 word low word 0.602 FALSE TRUE
5 8 accuracy 2387 word low word 0.842 FALSE TRUE
5 8 accuracy 2452 word low word 0.617 FALSE TRUE
5 8 accuracy 4775 nonword nw_high nonword 0.749 FALSE TRUE
5 8 accuracy 3612 word very_low word 0.808 FALSE TRUE
5 8 accuracy 3572 word very_low word 0.675 FALSE TRUE
5 8 accuracy 5147 nonword nw_low word 0.784 FALSE FALSE
5 8 accuracy 5625 nonword nw_low nonword 0.634 FALSE TRUE
5 8 accuracy 4802 nonword nw_high nonword 0.607 FALSE TRUE
5 8 accuracy 2375 word low word 0.582 FALSE TRUE
5 8 accuracy 6259 nonword nw_very_low nonword 0.71 FALSE TRUE
5 8 accuracy 3076 word very_low word 0.524 FALSE TRUE
5 8 accuracy 6269 nonword nw_very_low nonword 0.632 FALSE TRUE
5 8 accuracy 3274 word very_low word 0.602 FALSE TRUE
5 8 accuracy 2650 word low word 0.509 FALSE TRUE
5 8 accuracy 4597 nonword nw_high nonword 0.602 FALSE TRUE
5 8 accuracy 2597 word low word 0.563 FALSE TRUE
5 8 accuracy 5317 nonword nw_low nonword 0.642 FALSE TRUE
5 8 accuracy 5332 nonword nw_low nonword 0.607 FALSE TRUE
5 8 accuracy 6512 nonword nw_very_low nonword 0.93 FALSE TRUE
5 8 accuracy 3397 word very_low word 0.622 FALSE TRUE
5 8 accuracy 6442 nonword nw_very_low nonword 0.72 FALSE TRUE
5 8 accuracy 3320 word very_low nonword 0.813 FALSE FALSE
5 8 accuracy 1664 word high word 0.536 FALSE TRUE
5 8 accuracy 4813 nonword nw_high nonword 0.709 FALSE TRUE
5 8 accuracy 1065 word high word 0.602 FALSE TRUE
5 8 accuracy 3455 word very_low word 0.548 FALSE TRUE
5 8 accuracy 4707 nonword nw_high nonword 0.779 FALSE TRUE
5 8 accuracy 2130 word low word 0.798 FALSE TRUE
5 8 accuracy 4096 nonword nw_high nonword 0.582 FALSE TRUE
5 8 accuracy 4345 nonword nw_high nonword 0.911 FALSE TRUE
5 8 accuracy 2438 word low word 0.553 FALSE TRUE
5 8 accuracy 1040 word high word 0.548 FALSE TRUE
5 8 accuracy 1320 word high word 0.47 FALSE TRUE
5 8 accuracy 6200 nonword nw_very_low nonword 0.485 FALSE TRUE
5 8 accuracy 5038 nonword nw_low nonword 0.587 FALSE TRUE
5 8 accuracy 1333 word high word 0.661 FALSE TRUE
5 8 accuracy 6642 nonword nw_very_low nonword 0.505 FALSE TRUE
5 8 accuracy 4241 nonword nw_high nonword 0.94 FALSE TRUE
5 8 accuracy 1653 word high word 0.642 FALSE TRUE
5 8 accuracy 6097 nonword nw_very_low nonword 0.827 FALSE TRUE
5 8 accuracy 6253 nonword nw_very_low nonword 0.617 FALSE TRUE
5 8 accuracy 5451 nonword nw_low nonword 0.842 FALSE TRUE
5 8 accuracy 1127 word high word 0.582 FALSE TRUE
5 8 accuracy 5471 nonword nw_low nonword 0.573 FALSE TRUE
5 8 accuracy 6717 nonword nw_very_low nonword 0.656 FALSE TRUE
5 8 accuracy 5624 nonword nw_low nonword 0.5 FALSE TRUE
5 8 accuracy 1268 word high word 0.613 FALSE TRUE
5 8 accuracy 4662 nonword nw_high nonword 0.73 FALSE TRUE
5 8 accuracy 2735 word low word 0.592 FALSE TRUE
5 8 accuracy 5050 nonword nw_low nonword 0.515 FALSE TRUE
5 8 accuracy 3118 word very_low word 0.573 FALSE TRUE
5 9 speed 1477 word high word 0.411 FALSE TRUE
5 9 speed 5486 nonword nw_low nonword 0.495 FALSE TRUE
5 9 speed 6700 nonword nw_very_low nonword 0.587 FALSE TRUE
5 9 speed 4338 nonword nw_high nonword 0.46 FALSE TRUE
5 9 speed 2445 word low word 0.407 FALSE TRUE
5 9 speed 2647 word low word 0.441 FALSE TRUE
5 9 speed 3020 word very_low word 0.52 FALSE TRUE
5 9 speed 1408 word high word 0.363 FALSE TRUE
5 9 speed 1037 word high word 0.353 FALSE TRUE
5 9 speed 1191 word high word 0.363 FALSE TRUE
5 9 speed 3674 word very_low word 0.49 FALSE TRUE
5 9 speed 1260 word high word 0.412 FALSE TRUE
5 9 speed 5779 nonword nw_low nonword 0.416 FALSE TRUE
5 9 speed 5820 nonword nw_low nonword 0.411 FALSE TRUE
5 9 speed 6388 nonword nw_very_low nonword 0.422 FALSE TRUE
5 9 speed 4028 nonword nw_high nonword 0.451 FALSE TRUE
5 9 speed 3011 word very_low nonword 0.451 FALSE FALSE
5 9 speed 6624 nonword nw_very_low nonword 0.461 FALSE TRUE
5 9 speed 4376 nonword nw_high nonword 0.46 FALSE TRUE
5 9 speed 6416 nonword nw_very_low nonword 0.587 FALSE TRUE
5 9 speed 1474 word high word 0.446 FALSE TRUE
5 9 speed 5120 nonword nw_low nonword 0.446 FALSE TRUE
5 9 speed 3487 word very_low nonword 0.637 FALSE FALSE
5 9 speed 2238 word low word 0.455 FALSE TRUE
5 9 speed 1278 word high word 0.412 FALSE TRUE
5 9 speed 1150 word high word 0.411 FALSE TRUE
5 9 speed 4595 nonword nw_high nonword 0.446 FALSE TRUE
5 9 speed 2197 word low word 0.525 FALSE TRUE
5 9 speed 2662 word low word 0.49 FALSE TRUE
5 9 speed 6110 nonword nw_very_low nonword 0.436 FALSE TRUE
5 9 speed 6123 nonword nw_very_low nonword 0.489 FALSE TRUE
5 9 speed 3470 word very_low word 0.603 FALSE TRUE
5 9 speed 3529 word very_low word 0.479 FALSE TRUE
5 9 speed 2252 word low word 0.392 FALSE TRUE
5 9 speed 2460 word low word 0.519 FALSE TRUE
5 9 speed 3540 word very_low nonword 0.436 FALSE FALSE
5 9 speed 4451 nonword nw_high nonword 0.548 FALSE TRUE
5 9 speed 1107 word high word 0.368 FALSE TRUE
5 9 speed 5379 nonword nw_low nonword 0.554 FALSE TRUE
5 9 speed 5501 nonword nw_low nonword 0.431 FALSE TRUE
5 9 speed 1494 word high word 0.416 FALSE TRUE
5 9 speed 4796 nonword nw_high nonword 0.426 FALSE TRUE
5 9 speed 5296 nonword nw_low nonword 0.441 FALSE TRUE
5 9 speed 6074 nonword nw_very_low nonword 0.47 FALSE TRUE
5 9 speed 5083 nonword nw_low word 0.475 FALSE FALSE
5 9 speed 1030 word high word 0.324 FALSE TRUE
5 9 speed 2160 word low word 0.529 FALSE TRUE
5 9 speed 1364 word high word 0.363 FALSE TRUE
5 9 speed 5506 nonword nw_low nonword 0.465 FALSE TRUE
5 9 speed 3468 word very_low nonword 0.48 FALSE FALSE
5 9 speed 2157 word low word 0.504 FALSE TRUE
5 9 speed 6088 nonword nw_very_low word 0.343 FALSE FALSE
5 9 speed 5217 nonword nw_low nonword 0.563 FALSE TRUE
5 9 speed 1610 word high word 0.71 FALSE TRUE
5 9 speed 6430 nonword nw_very_low nonword 0.406 FALSE TRUE
5 9 speed 2004 word low word 0.377 FALSE TRUE
5 9 speed 3017 word very_low word 0.431 FALSE TRUE
5 9 speed 6492 nonword nw_very_low nonword 0.534 FALSE TRUE
5 9 speed 3633 word very_low nonword 0.45 FALSE FALSE
5 9 speed 2380 word low word 0.495 FALSE TRUE
5 9 speed 4771 nonword nw_high nonword 0.445 FALSE TRUE
5 9 speed 2518 word low word 0.446 FALSE TRUE
5 9 speed 6619 nonword nw_very_low nonword 0.426 FALSE TRUE
5 9 speed 4513 nonword nw_high nonword 0.441 FALSE TRUE
5 9 speed 4281 nonword nw_high nonword 0.499 FALSE TRUE
5 9 speed 5363 nonword nw_low nonword 0.539 FALSE TRUE
5 9 speed 6155 nonword nw_very_low nonword 0.431 FALSE TRUE
5 9 speed 4696 nonword nw_high nonword 0.431 FALSE TRUE
5 9 speed 1216 word high word 0.426 FALSE TRUE
5 9 speed 6151 nonword nw_very_low nonword 0.603 FALSE TRUE
5 9 speed 4677 nonword nw_high nonword 0.479 FALSE TRUE
5 9 speed 5560 nonword nw_low nonword 0.5 FALSE TRUE
5 9 speed 5046 nonword nw_low nonword 0.548 FALSE TRUE
5 9 speed 5041 nonword nw_low nonword 0.451 FALSE TRUE
5 9 speed 3423 word very_low word 0.514 FALSE TRUE
5 9 speed 4678 nonword nw_high nonword 0.416 FALSE TRUE
5 9 speed 2769 word low word 0.485 FALSE TRUE
5 9 speed 4725 nonword nw_high nonword 0.455 FALSE TRUE
5 9 speed 3693 word very_low nonword 0.499 FALSE FALSE
5 9 speed 5119 nonword nw_low nonword 0.49 FALSE TRUE
5 9 speed 6112 nonword nw_very_low nonword 0.451 FALSE TRUE
5 9 speed 2589 word low word 0.485 FALSE TRUE
5 9 speed 4766 nonword nw_high nonword 0.407 FALSE TRUE
5 9 speed 1368 word high word 0.416 FALSE TRUE
5 9 speed 3300 word very_low word 0.431 FALSE TRUE
5 9 speed 3014 word very_low word 0.441 FALSE TRUE
5 9 speed 5076 nonword nw_low nonword 0.485 FALSE TRUE
5 9 speed 2542 word low word 0.446 FALSE TRUE
5 9 speed 4805 nonword nw_high nonword 0.475 FALSE TRUE
5 9 speed 6012 nonword nw_very_low nonword 0.411 FALSE TRUE
5 9 speed 3302 word very_low word 0.475 FALSE TRUE
5 9 speed 4159 nonword nw_high word 0.666 FALSE FALSE
5 9 speed 6405 nonword nw_very_low nonword 0.494 FALSE TRUE
5 9 speed 1516 word high word 0.524 FALSE TRUE
5 9 speed 3637 word very_low word 0.509 FALSE TRUE
5 9 speed 2459 word low word 0.49 FALSE TRUE
5 10 accuracy 1744 word high word 0.617 FALSE TRUE
5 10 accuracy 2204 word low word 0.587 FALSE TRUE
5 10 accuracy 2254 word low word 0.607 FALSE TRUE
5 10 accuracy 2087 word low word 0.558 FALSE TRUE
5 10 accuracy 3599 word very_low word 0.558 FALSE TRUE
5 10 accuracy 6367 nonword nw_very_low nonword 0.544 FALSE TRUE
5 10 accuracy 3733 word very_low word 0.582 FALSE TRUE
5 10 accuracy 4586 nonword nw_high nonword 0.701 FALSE TRUE
5 10 accuracy 5401 nonword nw_low nonword 0.51 FALSE TRUE
5 10 accuracy 1668 word high word 0.592 FALSE TRUE
5 10 accuracy 4102 nonword nw_high nonword 1.317 FALSE TRUE
5 10 accuracy 4248 nonword nw_high nonword 0.793 FALSE TRUE
5 10 accuracy 5436 nonword nw_low nonword 0.607 FALSE TRUE
5 10 accuracy 1810 word high word 0.661 FALSE TRUE
5 10 accuracy 6704 nonword nw_very_low nonword 0.494 FALSE TRUE
5 10 accuracy 5242 nonword nw_low nonword 0.784 FALSE TRUE
5 10 accuracy 1381 word high word 0.426 FALSE TRUE
5 10 accuracy 5330 nonword nw_low nonword 0.641 FALSE TRUE
5 10 accuracy 4425 nonword nw_high nonword 0.578 FALSE TRUE
5 10 accuracy 4204 nonword nw_high nonword 0.617 FALSE TRUE
5 10 accuracy 1756 word high word 0.573 FALSE TRUE
5 10 accuracy 1751 word high word 0.842 FALSE TRUE
5 10 accuracy 4007 nonword nw_high nonword 0.612 FALSE TRUE
5 10 accuracy 6230 nonword nw_very_low nonword 0.558 FALSE TRUE
5 10 accuracy 5030 nonword nw_low nonword 0.627 FALSE TRUE
